Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
DOCTOR,6019,2712123275720840,05/26,655,0,2992.56
DOCTOR,32927,6580607510804278,11/25,576,0,4264.66
ENGINEER,808,2298157434820598,05/34,43,1,789.36
ENGINEER,25254,4306952290952,05/32,2971,1,29917.18
LAWYER,39287,4076765093911310,01/26,844,0,12149.08
LAWYER,21358,3560853367802624,04/32,309,1,21671.95
DOCTOR,41848,3530179778069729,04/34,511,1,43851.45
LAWYER,53656,3575920804767471,12/33,848,1,49753.63
LAWYER,68269,4376463139728655511,05/30,495,1,69209.68
ENGINEER,80193,213117246256916,06/25,525,1,79564.06
DOCTOR,40432,4068220929357783,04/27,592,0,18617.45
LAWYER,50306,344408592618664,08/29,688,1,36357.31
ENGINEER,49742,4444760576282466,04/31,7556,0,10564.47
LAWYER,65784,3557640148971116,09/27,970,1,77309.73
ENGINEER,97589,349476049780879,10/30,471,0,44510.88
DOCTOR,45622,3589431928335587,08/25,870,0,12877.39
ENGINEER,56251,4567020034020748,12/30,916,0,19578.33
LAWYER,22018,30590962086413,05/32,514,0,4644.75
LAWYER,47565,373343985510141,09/28,263,1,37769.49
ENGINEER,60235,630468799220,09/27,446,0,17195.85
DOCTOR,43920,639015856094,07/25,309,1,38503.61
ENGINEER,83247,2251290685836552,02/32,128,0,27759.75
ENGINEER,22433,3504949906734838,11/31,442,0,2940.83
DOCTOR,23454,676351400541,11/33,145,0,11486.78
ENGINEER,66280,5551045052210983,10/34,633,0,32774.42
LAWYER,96000,4547315802333710,12/25,875,1,100711.76
DOCTOR,28146,3569711269644208,10/27,410,1,27246.68
LAWYER,74077,3545898682523967,02/32,877,0,16579.25
LAWYER,33551,4269867803337319475,08/25,984,0,14276.55
ENGINEER,35333,676186523087,04/26,989,0,13210.74
LAWYER,78822,4864688096673867935,04/28,5689,1,61584.3
ENGINEER,90987,6011518271724408,02/34,143,0,42251.71
ENGINEER,46344,2266013789240031,12/31,8586,0,19882.27
LAWYER,32178,4344345523896,06/29,679,0,15442.86
LAWYER,7792,180040904551072,12/24,813,0,3041.12
DOCTOR,99754,4864907721810,09/34,524,1,100423.11
ENGINEER,99612,3593396106778284,07/34,555,0,26626.01
LAWYER,45267,180079664591944,03/27,853,1,52797.81
DOCTOR,15170,4327515815978,04/31,928,0,6772.28
ENGINEER,51970,340815332195742,10/31,789,0,6137.01
DOCTOR,32644,377267667485593,06/25,357,0,3608.69
DOCTOR,99858,675999376402,09/27,245,0,25022.95
ENGINEER,19105,4912830827826040,03/25,228,0,8104.75
ENGINEER,5220,4087601207680274492,12/28,260,1,6230.79
DOCTOR,2533,5377659043438339,08/30,175,0,405.7
ENGINEER,91057,344696750642472,11/24,772,1,90789.78
LAWYER,17671,4758586543865970,02/31,455,0,4459.39
ENGINEER,6356,375625824166178,08/27,465,0,3101.51
ENGINEER,84128,5141160017150013,04/33,421,0,36751.11
LAWYER,84601,4785676028098366,01/34,731,0,36829.48
LAWYER,45306,4875422080409,07/27,815,1,42331.51
LAWYER,32538,4623850400214,07/30,250,1,29525.3
DOCTOR,63941,4537369847712455,04/26,996,1,53499.66
ENGINEER,10522,2414636165626471,04/26,630,1,7661.99
ENGINEER,45508,4045660568418016,12/32,26,1,51531.49
ENGINEER,31232,580634187307,10/32,463,1,34556.66
LAWYER,82564,3564561383212894,02/32,251,1,99065.14
ENGINEER,37343,3593438461888934,09/32,9953,0,18621.26
DOCTOR,96305,4074581661264384,08/30,735,0,31026.84
DOCTOR,18797,373211098157276,02/25,175,1,20385.23
LAWYER,19154,4200631129354870020,03/34,583,1,22455.82
DOCTOR,94167,213161184764218,01/29,249,0,41420.2
LAWYER,88642,3575693592920269,06/30,875,0,17634.37
LAWYER,15114,4026830519116174,08/33,676,0,4235.21
ENGINEER,30921,6011375747706588,03/26,472,0,4689.6
LAWYER,63051,30034458607788,05/25,142,1,74212.64
ENGINEER,84417,4426900320337,08/26,914,1,84677.62
ENGINEER,4372,6011292604406790,06/28,379,0,837.05
DOCTOR,25339,180097072828534,06/34,416,0,9341.99
ENGINEER,69683,4337068910034043,04/31,519,1,70314.62
ENGINEER,71638,2299934567484585,08/25,9,0,17427.02
ENGINEER,90147,3568383340850146,05/31,609,1,68221.34
DOCTOR,54825,348644263390367,02/33,104,0,20210.1
ENGINEER,80411,3504066488582376,02/30,458,0,24776.49
LAWYER,51741,3551230899940332,12/25,101,0,21158.31
DOCTOR,44947,501890199331,11/34,101,0,13846.62
ENGINEER,66864,30297829448733,02/28,395,0,29478.51
ENGINEER,39775,4657487172584861,09/28,498,0,12758.34
LAWYER,82103,676114472324,01/29,324,1,80499.45
LAWYER,48099,2227496083774961,06/31,815,0,21676.36
ENGINEER,68598,4191703565135449,12/27,683,1,61857.66
DOCTOR,20342,4277739565620475616,01/30,8085,1,15602.47
LAWYER,63891,4186429119326246174,12/25,431,1,45643.18
LAWYER,50472,372917658621367,09/31,49,1,54387.04
LAWYER,60794,377513641556193,10/26,644,0,21163.84
LAWYER,80444,4513151781828,05/28,562,0,30700.0
ENGINEER,3813,213159454006534,01/31,861,1,3075.12
DOCTOR,99145,3586321290438817,10/29,334,0,15322.72
ENGINEER,58239,4514316014994546,07/33,698,0,6162.73
ENGINEER,55755,2238931352694786,07/31,29,1,48802.0
DOCTOR,5534,3511802619492379,11/31,23,0,1859.24
LAWYER,27485,180083253182727,04/34,759,0,7060.83
DOCTOR,58945,371709501555434,04/31,227,1,54154.98
DOCTOR,32830,676329775826,01/28,529,0,15156.41
LAWYER,80845,675975871822,07/25,46,1,70668.86
LAWYER,94295,3524239940127587,01/27,467,1,90239.82
ENGINEER,67860,372277792942801,10/28,224,0,28057.48
DOCTOR,21913,2283756143475045,06/31,326,0,5667.08
ENGINEER,83408,4990526330186154,03/34,459,0,29095.6
ENGINEER,11230,6548495880629231,10/28,41,0,4996.74
LAWYER,91075,6011540647215960,09/32,485,0,43698.54
LAWYER,93577,2696805120235723,08/31,984,1,72385.25
ENGINEER,45339,4800605396125,07/33,936,0,21338.12
ENGINEER,20666,4624737121377088288,09/31,305,0,6134.63
ENGINEER,47367,6011641361043131,09/29,888,1,39273.03
ENGINEER,1224,4428666185255878,09/26,913,1,1137.79
DOCTOR,93355,3551541560184996,06/25,522,1,111093.97
ENGINEER,46886,3513459506466657,08/32,4548,1,44368.65
ENGINEER,22690,373491373998822,09/31,935,0,5252.75
DOCTOR,20555,4952027484304145,06/33,434,0,7263.32
DOCTOR,7406,3566158969774229,12/30,869,0,1452.01
DOCTOR,22250,4139580628610,02/25,598,0,2900.18
ENGINEER,2620,6011086919430515,08/32,722,1,2002.83
ENGINEER,44480,4102971678406308,12/29,396,0,6726.19
DOCTOR,37278,503859342415,12/31,5879,1,28925.91
ENGINEER,60808,180020940758535,07/30,669,0,9457.52
ENGINEER,97339,4387145737410579,05/25,102,1,99328.35
ENGINEER,89040,4480762952813506714,04/25,614,0,15381.84
DOCTOR,12794,349823197076370,10/29,756,1,11167.03
DOCTOR,8482,372051348770895,09/33,279,0,3890.82
DOCTOR,22829,379030756200200,05/33,747,0,6610.93
LAWYER,72742,3575917838413759,12/33,383,0,26697.99
DOCTOR,40550,3548335541097013,06/34,177,1,31878.79
DOCTOR,10399,3587383922832337,09/30,8917,0,1839.75
LAWYER,43861,4495885027628434517,03/26,614,1,31598.97
DOCTOR,46525,6011559732403166,08/33,657,0,7796.38
LAWYER,70049,6011546556000475,11/26,551,1,58791.79
LAWYER,47244,213194356357875,12/28,449,1,37252.14
ENGINEER,31110,4717407204039540879,06/34,327,0,4214.81
ENGINEER,27080,4845514173787095,09/30,117,0,4014.73
DOCTOR,52852,630416620775,09/27,901,1,49172.94
LAWYER,81042,4869868056184112180,09/33,108,0,14792.88
LAWYER,33269,502031545119,06/26,701,0,8174.46
LAWYER,52926,4169526495122114,03/33,493,1,50370.13
LAWYER,46789,4426177043000,08/28,41,0,17600.05
LAWYER,20813,180063957464290,04/30,4622,1,14978.2
ENGINEER,51621,4605325407163,09/27,58,0,21668.65
LAWYER,87267,3534795420638375,08/30,742,1,88484.39
DOCTOR,1171,6598989057412081,05/30,475,0,155.4
LAWYER,33443,30509189563905,12/29,714,0,15030.34
LAWYER,78390,2348938578098061,12/27,592,0,36713.87
ENGINEER,91214,4901646234177691,05/30,4399,0,11349.87
ENGINEER,95211,213152005828126,09/32,928,1,79828.6
DOCTOR,24951,4167733726036801667,07/27,596,0,10541.31
ENGINEER,61767,36950513223275,08/33,676,0,24663.8
LAWYER,2913,501835569945,05/34,66,1,2307.85
ENGINEER,56509,3597624012832077,10/30,212,0,10382.95
ENGINEER,8905,213169357886064,06/27,643,0,2210.12
DOCTOR,20245,4773178183644,01/31,978,1,19076.08
ENGINEER,30055,213119758431176,12/31,8346,0,10438.16
LAWYER,64501,6011056701127884,04/33,957,1,57048.35
LAWYER,31552,4723849410206070,08/26,646,0,8992.76
DOCTOR,94552,370150307927686,01/27,226,1,101523.84
ENGINEER,69753,30441408375681,11/34,506,0,7998.81
DOCTOR,71724,180022305147619,09/34,638,1,59259.69
ENGINEER,17203,4555110866624834,05/31,789,1,18177.98
LAWYER,31885,4902290678346881,05/34,386,1,36591.34
ENGINEER,4297,3582474949744202,05/29,107,0,1309.17
DOCTOR,91653,4477143057780136,12/24,398,1,88542.0
LAWYER,20682,345599632153057,04/25,923,0,2954.81
LAWYER,98993,3551149574865442,07/25,972,0,27615.58
ENGINEER,7288,6554479440523143,10/28,835,1,7042.46
LAWYER,21941,4711007147042293977,08/32,540,1,18018.72
DOCTOR,63611,4428959577573994,06/28,1922,1,53091.12
ENGINEER,18903,341125486428074,08/32,968,0,4743.02
ENGINEER,37152,213160315666185,11/33,529,0,4013.47
DOCTOR,96209,4058478879431311,10/33,718,1,82839.76
LAWYER,62346,4489785311440448,01/29,633,1,50233.67
LAWYER,97303,3588276584792568,03/30,320,1,84045.34
LAWYER,68850,4522912955670432,04/34,445,1,52317.81
DOCTOR,43754,6011491386948389,03/28,834,1,50109.87
DOCTOR,39140,6555405625668352,03/25,183,1,39014.6
DOCTOR,73332,5429913543835058,08/29,82,0,27253.17
ENGINEER,8118,3562962218130925,03/30,813,1,8885.85
LAWYER,42393,213174567344060,04/26,75,0,12691.48
DOCTOR,29404,6556052142696935,10/27,813,1,21860.7
ENGINEER,43019,2503906828737813,08/27,166,0,13544.21
ENGINEER,16234,4414731542027393129,07/27,731,0,5434.11
ENGINEER,2947,5498460296678646,11/24,738,1,3161.31
LAWYER,88099,213164051153820,11/30,557,1,80683.69
ENGINEER,99417,4230193140638,01/26,610,0,15015.16
ENGINEER,5552,375114356013025,07/25,884,0,1185.41
ENGINEER,43028,576528485609,01/28,2046,1,37930.95
LAWYER,26560,213199329944527,04/31,601,0,9518.22
ENGINEER,23051,4073049769955635,05/31,651,0,7567.9
ENGINEER,67033,5282415050466380,11/29,10,1,58858.22
ENGINEER,529,4881349655678172,11/31,3501,0,261.65
LAWYER,38692,4597336182358498,06/29,784,1,38803.72
LAWYER,655,4662985186660,11/28,300,0,127.65
LAWYER,15889,180057328582384,11/32,906,0,2235.79
LAWYER,81832,2290849602505294,11/32,314,0,13186.71
LAWYER,81144,4576567367625161,12/33,112,1,66779.8
LAWYER,63076,4824978641909695,02/32,920,0,10361.66
LAWYER,51655,3585896817702135,04/34,651,1,40977.06
DOCTOR,51979,4593439457455559511,05/31,392,1,43794.78
DOCTOR,19593,4371116916485664,06/27,999,0,3318.06
LAWYER,60407,4464573693669316,08/29,804,1,69370.35
DOCTOR,75983,4350584710771,10/27,592,1,56236.3
DOCTOR,76661,2276926552753682,05/31,566,0,23749.93
ENGINEER,17637,4217561937462531,08/34,337,0,4658.97
ENGINEER,80924,30195523583682,11/31,574,1,96395.8
DOCTOR,35057,3590881669119771,08/31,4626,1,26503.77
ENGINEER,72099,676282674099,03/31,867,1,64811.8
LAWYER,99912,3598657750109109,10/29,355,1,118369.26
DOCTOR,21892,6568093315254223,04/26,218,1,24798.24
DOCTOR,9181,3530084559866402,06/32,77,0,3918.72
ENGINEER,65140,5363434610572241,10/28,241,0,13233.92
ENGINEER,87405,2332689009787602,06/26,338,0,14715.07
ENGINEER,21451,6564920687660708,05/29,50,1,22187.23
DOCTOR,22673,3549647596931915,08/32,295,1,26406.97
LAWYER,26598,2720072641554211,06/27,436,1,26022.99
ENGINEER,85642,38554712712167,11/24,732,1,84426.43
LAWYER,27215,4570192419701,07/32,541,0,5769.35
LAWYER,78130,30508590027492,01/34,706,0,31861.19
ENGINEER,47520,4137321221038456,12/29,383,1,37708.16
ENGINEER,78832,30084334795257,06/29,41,0,18089.71
DOCTOR,99135,4427057214019983,04/26,696,0,26783.76
DOCTOR,11313,2271092144042418,04/34,80,0,3428.34
DOCTOR,4721,630429028396,04/32,762,0,929.87
DOCTOR,76914,4140724106679,12/29,495,0,11224.42
DOCTOR,542,4322410064163441,11/32,32,1,544.88
LAWYER,28133,3569224180295761,01/26,771,0,6061.32
LAWYER,45545,639006765874,04/34,247,0,15143.5
LAWYER,66918,3565466245133735,06/25,640,0,10823.66
DOCTOR,77587,6549260588704200,09/25,674,1,72976.01
ENGINEER,45461,6011652324786542,05/32,465,0,14230.92
ENGINEER,55248,30038127311854,01/26,56,1,40105.17
ENGINEER,87676,4675488360721818,02/31,835,1,76129.26
ENGINEER,59098,38550873132666,06/34,820,1,45340.42
LAWYER,32046,3558776677885233,03/34,22,0,4016.97
LAWYER,28601,4378687567791470,10/27,20,1,34177.63
ENGINEER,57077,213172203767132,12/25,266,0,13067.3
LAWYER,39441,180039361585995,07/25,222,0,16721.0
ENGINEER,19423,30329298745032,03/28,982,0,3920.65
LAWYER,62395,4600974968998999885,03/32,399,0,23248.44
ENGINEER,9938,4522562524865003,09/25,599,0,4015.86
DOCTOR,54106,180091185920049,06/27,278,0,18301.65
ENGINEER,84316,30034573800029,04/30,1,1,78901.91
LAWYER,10899,4135564628716073,01/26,1,1,9873.63
LAWYER,6242,213170518265438,12/30,831,1,5458.22
ENGINEER,33816,3538944929192387,12/30,553,0,15954.78
LAWYER,66963,3543319167792466,05/25,607,1,74684.48
LAWYER,18454,4560134750417127881,12/33,597,0,8968.84
LAWYER,22703,30088760813039,04/31,785,0,3399.07
DOCTOR,67105,4747810033986763,06/32,678,1,71495.93
DOCTOR,45459,6540496364363881,10/27,139,1,53149.31
ENGINEER,61157,378635901997368,11/26,369,0,10549.17
LAWYER,13884,3596968984822934,08/32,961,0,1757.69
ENGINEER,39225,3592459705946602,02/32,976,0,15550.68
LAWYER,19416,4448930985236057695,09/25,764,0,6403.19
ENGINEER,81744,4402490935638986362,01/27,722,0,35700.18
ENGINEER,60813,4059991627631,04/26,817,0,9481.29
DOCTOR,430,3537716265883220,12/33,622,0,179.79
ENGINEER,36974,6011839163806180,11/24,536,1,29609.28
DOCTOR,84597,4954672933466314,07/25,154,0,13997.62
ENGINEER,77122,30443278589029,01/30,410,0,12779.6
DOCTOR,15353,213195926583627,06/32,495,1,17000.18
LAWYER,73332,4314911259876432,12/25,771,0,26845.3
ENGINEER,7117,3506756106498090,05/26,659,0,2200.76
ENGINEER,23090,347265981009021,10/32,505,0,5623.16
LAWYER,26295,3574334038080373,07/27,406,1,29939.49
DOCTOR,28095,4090453554199121653,01/26,853,0,7219.8
DOCTOR,97892,4050379781519490,03/26,985,1,108493.68
DOCTOR,5096,30546418508426,07/27,290,0,1404.73
LAWYER,26097,4056959400611036,12/30,179,0,6544.55
DOCTOR,71170,4136424291840644,10/25,635,0,20288.57
ENGINEER,43777,4666975875430,02/30,235,1,37240.61
DOCTOR,49134,502087273608,12/25,306,1,52760.32
DOCTOR,41132,2282045587053745,03/34,761,0,12384.36
LAWYER,88849,213145867019529,10/27,958,1,72510.23
ENGINEER,88706,213106648793089,03/26,904,1,101993.03
LAWYER,60800,5578758815112739,03/34,180,0,15416.23
ENGINEER,48560,4788038719129140,07/29,417,1,47189.46
LAWYER,80525,180045883158518,03/30,132,1,92864.33
LAWYER,97483,60418392563,07/31,898,0,34089.34
LAWYER,27227,346156946663617,11/29,283,1,20650.29
DOCTOR,61535,180070872893792,06/28,231,0,29286.53
DOCTOR,67764,3534329753381435,08/30,291,1,68702.8
LAWYER,14996,6011406882419818,10/34,677,0,3508.5
DOCTOR,90176,675959933390,09/26,267,1,69402.7
ENGINEER,32911,4047564865131033,08/26,506,0,13743.97
DOCTOR,10813,3552788499848956,04/29,844,1,10921.52
DOCTOR,21212,342116095767100,04/32,278,0,6647.51
LAWYER,56189,3539152195607612,08/27,884,1,64445.77
ENGINEER,49125,3587267886276146,07/34,900,0,20408.44
LAWYER,94978,4935830020568129,05/31,557,0,15260.11
LAWYER,44192,3567639646171292,01/32,233,1,37822.21
DOCTOR,99575,3528532321945924,07/31,674,1,82074.15
DOCTOR,47978,4681053419696,02/27,9,0,19075.02
LAWYER,86389,4510770088219996,02/32,821,1,61920.72
ENGINEER,93218,4180641554278772808,09/25,353,1,91814.59
LAWYER,34127,2239916571858667,12/30,213,0,13820.87
LAWYER,6790,4737664587881,07/30,538,0,3060.3
ENGINEER,44697,370296520494689,01/28,3429,0,10585.71
LAWYER,56816,3567780665468696,06/28,66,0,24345.82
LAWYER,66352,501895665310,11/24,926,1,50116.72
ENGINEER,17611,6011100571763673,06/28,472,1,19781.14
LAWYER,35127,30024751480595,07/26,887,1,26828.05
DOCTOR,54484,180011311218472,06/26,487,0,14106.72
DOCTOR,11839,3543472717372287,12/30,900,1,13006.89
DOCTOR,18807,370156414381915,07/31,476,1,14574.65
ENGINEER,21669,676375030589,08/25,920,0,4153.96
DOCTOR,28319,30442138425366,06/32,507,0,11013.29
LAWYER,2298,6516648717971733,09/27,36,1,2435.92
DOCTOR,54469,4018423967091212,08/27,412,1,55589.64
DOCTOR,80369,575478757793,05/31,34,0,30345.68
ENGINEER,17969,4574867819834573,09/26,798,1,17454.41
LAWYER,51849,38713282646219,07/26,111,0,10407.11
ENGINEER,81113,3553485180092924,07/34,0,1,70799.32
DOCTOR,84813,2712936291945863,08/28,988,0,14642.04
LAWYER,74410,4243801808974414,08/32,685,1,85885.9
DOCTOR,12258,180011297549700,04/25,341,1,12156.21
DOCTOR,89401,2226523582060401,05/29,752,0,23274.71
LAWYER,51968,3577389941424495,08/32,2570,0,14800.61
LAWYER,42574,4786176281650007044,12/31,589,0,20389.26
ENGINEER,89658,2243604193456573,10/29,592,1,69635.19
ENGINEER,67128,30234368061072,06/28,232,0,22453.77
LAWYER,15217,2571534602155023,10/33,72,0,4600.94
LAWYER,86849,4228790308200819,03/29,768,1,87346.39
LAWYER,89841,4673729825559182,02/30,405,0,9634.91
DOCTOR,33245,6502618656148862,01/29,253,1,37768.38
DOCTOR,72914,3563195195838025,11/32,107,1,85022.04
DOCTOR,55129,503878541666,09/26,8222,1,54167.91
LAWYER,47640,4189667038936,04/34,640,0,18039.38
DOCTOR,78052,38333621023978,07/33,159,0,36606.37
DOCTOR,68304,372964057713387,11/33,313,0,26153.29
ENGINEER,16128,60428567121,09/27,894,0,2596.86
LAWYER,86800,3518745626848419,07/27,472,0,28688.73
DOCTOR,11422,2282878137875856,12/25,200,0,3914.16
LAWYER,77287,3536847861279025,01/31,55,1,70490.79
LAWYER,72105,676389072270,04/32,568,1,77024.16
ENGINEER,2071,180033095210988,10/28,413,1,2417.24
LAWYER,12649,2281114435203463,08/29,108,0,5947.91
DOCTOR,98337,4173021862087599,02/26,320,1,91003.0
ENGINEER,60327,30429488424636,09/31,242,0,8765.22
LAWYER,55446,3599357124108395,03/33,42,1,66114.95
ENGINEER,80558,180049640979265,06/31,827,1,90180.58
ENGINEER,11681,630475450619,01/29,37,1,8904.79
ENGINEER,48873,180099258269152,08/29,345,1,56713.25
ENGINEER,58314,3559371820370835,08/29,749,0,26122.25
DOCTOR,44405,3557889258854030,09/28,212,1,42603.0
DOCTOR,98134,580823903662,12/24,65,0,33023.09
ENGINEER,44360,639052477366,12/32,41,0,11515.9
LAWYER,23938,4020155696701424,12/27,378,0,2918.15
DOCTOR,62757,4135114746483444,04/32,469,1,54447.89
LAWYER,13383,6011786375253778,07/31,260,0,5636.14
DOCTOR,6007,372619029353783,08/33,496,1,4218.81
LAWYER,39270,4872967014101876266,03/31,650,0,9165.6
DOCTOR,92196,213180656123448,04/34,857,0,23903.42
LAWYER,82859,6578930254516864,02/25,450,0,26097.12
ENGINEER,4406,180074794157401,09/25,432,0,2061.75
DOCTOR,31449,4637301013178,11/25,462,0,7501.79
DOCTOR,82186,2716042457768219,02/33,272,1,71787.55
LAWYER,82160,6011100932090386,01/25,202,1,87808.55
LAWYER,65977,6544279597315308,03/27,660,1,61101.89
DOCTOR,5166,180001176025625,12/31,1974,0,980.72
ENGINEER,35572,377794692197042,08/30,751,0,9994.87
LAWYER,25345,213154439821693,01/25,856,0,3962.51
ENGINEER,29387,213136478544294,05/31,742,1,23162.64
DOCTOR,84235,180088910950457,03/27,146,0,25215.5
DOCTOR,52094,3548598139664896,09/33,605,1,47377.55
DOCTOR,78018,4051195078662820,02/30,382,1,90299.82
LAWYER,49621,4496891680742,02/32,418,0,12155.04
DOCTOR,90832,561490217511,11/31,702,0,30177.6
DOCTOR,60947,371944397885260,10/25,767,1,61930.21
LAWYER,3445,3568753339815724,05/33,988,0,362.54
DOCTOR,56516,4588534312136618372,10/30,767,0,20651.79
DOCTOR,48867,4713781155036234,07/25,564,0,8366.73
LAWYER,70037,4480446002040430,05/29,600,0,33927.89
LAWYER,49059,6570715756563169,07/30,949,1,37987.92
ENGINEER,36318,60452344009,12/32,717,1,32951.76
LAWYER,31683,373906704974283,10/25,669,1,23530.17
LAWYER,79121,377815738565106,06/30,298,0,39461.58
ENGINEER,83911,4847886851353178,12/29,851,1,79807.54
ENGINEER,227,3580139853711115,08/32,34,1,226.48
ENGINEER,51096,3531537134973950,09/27,9289,0,6480.54
DOCTOR,44835,2701788063212441,11/29,171,0,17933.29
ENGINEER,66240,377772234567120,11/26,32,0,12185.66
DOCTOR,68818,213113907468379,03/25,707,1,79073.75
DOCTOR,51089,180027232099882,07/28,314,0,9301.05
LAWYER,90635,4330274049177987,03/32,147,1,72085.99
DOCTOR,34222,4798868867073,09/33,582,1,24580.8
DOCTOR,94277,213189921689802,04/29,119,0,27229.72
ENGINEER,35156,6011029824738945,02/30,819,1,34537.98
ENGINEER,38856,4049318386130059,12/32,8359,1,28475.79
ENGINEER,39488,675975019281,07/28,921,0,16198.41
LAWYER,6846,213100105593645,07/29,306,0,1925.89
LAWYER,48170,36055436133393,06/31,367,0,14920.95
ENGINEER,51690,4246609944794654,01/34,159,1,47574.51
DOCTOR,32589,180099592299998,04/33,738,0,8483.09
LAWYER,24142,3510794741652510,02/29,244,0,7818.53
ENGINEER,71645,213100248918261,11/33,653,0,11613.37
LAWYER,77312,377654759387813,10/26,963,1,61151.01
LAWYER,89345,3557064070004137,03/25,631,0,39732.99
LAWYER,76159,4579598440219281,03/26,690,1,89338.9
DOCTOR,24813,4237795442232593,07/33,680,1,22000.56
LAWYER,61764,4466884392910,01/32,249,0,12865.31
ENGINEER,48701,3557873254027338,12/28,373,1,49772.41
DOCTOR,37631,4854742660489,04/29,668,1,34032.24
ENGINEER,1,2462987691734078,11/31,733,1,0.71
LAWYER,87416,180005344636874,07/28,504,1,68016.32
LAWYER,50302,3594584193724712,09/28,790,0,19436.13
ENGINEER,94419,341342729223432,12/28,335,1,97200.77
DOCTOR,36588,6011823935546035,08/32,143,1,26107.29
DOCTOR,34373,6501326341481984,04/27,91,1,27876.02
LAWYER,32423,676132109130,08/30,200,0,6239.16
ENGINEER,87859,4491082844256,07/28,626,0,32398.63
LAWYER,85519,3598547076107152,11/32,476,1,60706.11
DOCTOR,35607,370428506136691,09/31,618,0,5043.5
LAWYER,72019,4742332613882903,11/30,421,0,30245.56
DOCTOR,71798,3565373731377968,09/33,882,0,12307.46
DOCTOR,52867,213121299541844,04/29,580,0,19090.19
DOCTOR,88694,30288856372193,10/34,847,1,72648.49
DOCTOR,28434,3532270576212062,04/28,131,0,3974.41
LAWYER,94096,346063722439172,06/25,748,1,77307.97
DOCTOR,41764,4202097710095609,08/27,419,0,16242.3
